id,title,popularity,release_date
10428,Hackers,17.842246,14/9/1995
45054,There Be Dragons,6.668679,25/3/2011
12100,Windtalkers,18.714197,14/6/2002
72113,Carnage,20.011435,16/9/2011
62677,Songcatcher,3.363321,1/3/2001
41439,Saw: The Final Chapter,36.133536,21/10/2010
283445,Sinister 2,26.090495,19/8/2015
79694,The Apparition,6.385234,23/8/2012
20766,The Road,41.075532,25/11/2009
13938,The Last Dragon,4.928777,22/3/1985
1487,Hellboy,47.479755,2/4/2004
11561,Sleeper,10.664202,17/12/1973
67911,Bucky Larson: Born to Be a Star,3.919057,9/9/2011
2292,Clerks,19.748658,13/9/1994
25769,Carriers,12.708963,4/9/2009
77931,The Smurfs 2,32.473628,30/7/2013
39303,2:13,1.271621,25/4/2009
10329,Congo,10.755847,9/6/1995
10934,Under the Tuscan Sun,12.309718,30/4/2003
127867,The Brass Teapot,10.639774,8/9/2012
75780,Jack Reacher,56.868399,20/12/2012
11702,The Replacement Killers,9.607391,6/2/1998
53862,Trippin',0.185373,12/5/1999
12277,Undercover Brother,6.086083,31/5/2002
9614,Happy Gilmore,26.598884,16/2/1996
10156,History of the World: Part I,14.282314,12/6/1981
8060,Married Life,3.004432,12/9/2007
83686,The Words,14.988746,7/9/2012
805,Rosemary's Baby,26.180367,12/6/1968
92591,Bernie,12.68514,27/4/2012
44040,Devil,30.934688,13/1/2010
112456,Hardflip,0.341461,1/6/2012
43595,She Done Him Wrong,0.622752,9/2/1933
7973,Caramel,4.554574,1/7/2007
334527,Criminal Activities,6.665164,20/11/2015
10283,Friday the 13th Part VIII: Jason Takes Manhattan,12.904615,28/7/1989
228150,Fury,139.575085,15/10/2014
82682,Gangster Squad,29.041198,10/1/2013
116741,The Internship,1.551497,7/6/2013
14043,Nancy Drew,5.0348,15/6/2007
37950,Charlie St. Cloud,21.75433,1/5/2010
67238,Cavite,0.022173,12/3/2005
48034,Little White Lies,15.279021,20/10/2010
10727,Darkness Falls,11.199544,24/1/2003
20455,Digimon: The Movie,3.7387,17/3/2000
15797,Only the Strong,5.411243,27/8/1993
522,Ed Wood,24.548633,27/9/1994
10528,Sherlock Holmes,57.834787,23/12/2009
44115,127 Hours,52.464877,5/11/2010
325789,The Infiltrator,24.672234,13/7/2016
72976,Lincoln,36.307296,9/11/2012
15511,VeggieTales: The Pirates Who Don't Do Anything,1.800119,11/1/2008
10733,The Alamo,10.660441,7/4/2004
20483,Catch That Kid,4.492859,6/2/2004
281189,Gory Gory Hallelujah,0.033883,5/11/2003
364,Batman Returns,59.113174,19/6/1992
400,Things to Do in Denver When You're Dead,6.932221,1/12/1995
809,Shrek 2,47.320801,19/5/2004
22538,Scott Pilgrim vs. the World,38.885195,27/7/2010
6114,Dracula,45.022964,13/11/1992
219,Volver,19.747809,16/3/2006
367551,American Hero,5.023091,11/12/2015
87825,Trouble with the Curve,18.587114,21/9/2012
9282,11:14,15.048067,16/5/2003
71805,Shipwrecked,0.702971,3/10/1990
43266,How Green Was My Valley,7.70019,28/10/1941
13503,Texas Rangers,5.641978,30/11/2001
9946,End of Days,20.652943,24/11/1999
57612,Dolphins and Whales: Tribes of the Ocean,0.041651,15/2/2008
180296,They Came Together,12.036888,27/6/2014
177677,Mission: Impossible - Rogue Nation,114.522237,23/7/2015
8374,The Boondock Saints,34.917447,22/1/1999
6933,One Missed Call,12.458131,4/1/2008
266396,The Gunman,26.935458,16/2/2015
56666,Fiza,0.043023,8/9/2000
2355,Reign Over Me,20.82778,23/3/2007
20065,Purple Violets,0.936232,30/4/2007
37495,Four Lions,20.544999,7/5/2010
3766,The Lady from Shanghai,8.055084,24/12/1947
13363,The Man from Earth,31.339015,10/6/2007
11313,Hearts in Atlantis,7.06762,7/9/2001
157386,The Spectacular Now,25.722747,2/8/2013
189711,Love in the Time of Monsters,0.133619,8/3/2014
17734,Thirteen Conversations About One Thing,6.997495,2/9/2001
196867,Annie,33.439187,19/12/2014
8909,Wanted,73.82289,19/6/2008
2539,Spanglish,14.209329,17/12/2004
9513,Garfield: A Tail of Two Kitties,16.930969,15/6/2006
1891,The Empire Strikes Back,78.51783,17/5/1980
6521,The Contender,7.029126,13/10/2000
25066,Tales from the Hood,3.89204,24/5/1995
10560,Center Stage,6.961736,12/5/2000
99826,The Jimmy Show,0.098351,16/1/2002
67913,The Guard,19.411141,7/7/2011
9802,The Rock,51.469576,6/6/1996
11398,The Art of War,7.832337,23/8/2000
271969,Ben-Hur,29.608322,17/8/2016
187,Sin City,66.003433,1/4/2005
150540,Inside Out,128.655964,9/6/2015
2661,Batman,9.815394,30/7/1966
11531,Book of Shadows: Blair Witch 2,3.890223,27/10/2000
11551,Small Soldiers,23.088571,10/7/1998
46738,Incendies,21.285206,4/9/2010
9447,Babe: Pig in the City,11.356079,25/11/1998
357441,Karachi se Lahore,0.060003,31/7/2015
169,Predator 2,27.934978,20/11/1990
33542,Rumble in the Bronx,17.318839,30/1/1995
14574,The Boy in the Striped Pyjamas,34.821223,7/5/2008
11374,Edtv,14.298297,26/3/1999
9903,The Hoax,5.073536,14/10/2006
111,Scarface,70.105981,8/12/1983
11191,Mystic Pizza,6.379933,13/10/1988
2069,The Whole Nine Yards,23.441135,18/2/2000
10761,Made of Honor,19.574774,2/5/2008
1123,Catch a Fire,4.052219,27/10/2006
44260,Lake of Fire,0.475748,9/9/2006
18041,Gossip,5.833687,21/4/2000
241554,Run All Night,74.64653,11/3/2015
65057,The Descendants,40.903931,9/9/2011
1887,Marie Antoinette,22.364549,24/5/2006
68718,Django Unchained,82.121691,25/12/2012
10204,Around the World in 80 Days,22.643776,16/6/2004
53457,Sarah's Key,10.072199,16/9/2010
40494,Trapeze,1.379354,30/5/1956
65086,The Woman in Black,43.675191,1/2/2012
59967,Looper,46.377628,26/9/2012
581,Dances with Wolves,45.707835,9/11/1990
23531,Whipped,2.144354,1/9/2000
37707,Splice,23.227877,6/10/2009
9947,Elektra,28.613892,13/1/2005
534,Terminator Salvation,71.862892,20/5/2009
8204,The Spiderwick Chronicles,21.436682,14/2/2008
12133,Step Brothers,22.977983,25/7/2008
9615,The Fast and the Furious: Tokyo Drift,8.282876,3/6/2006
9707,Bubba Ho-tep,9.954848,9/6/2002
9434,Grosse Pointe Blank,13.817269,11/4/1997
24746,Six-String Samurai,1.892183,18/9/1998
345,Eyes Wide Shut,27.870312,14/7/1999
20468,The Big Tease,0.502396,1/1/1999
4597,Armored,15.21229,4/12/2009
663,Saw IV,29.244768,25/10/2007
9027,The Guru,4.093288,21/8/2002
11973,Thirteen Days,18.26121,24/12/2000
43949,Flipped,24.210698,6/8/2010
94329,The Raid,40.285095,8/9/2011
11404,Driving Lessons,7.667888,30/4/2006
18734,L.I.E.,7.731064,20/1/2001
14434,I Think I Love My Wife,4.536745,16/3/2007
57294,Crying with Laughter,0.108135,1/6/2009
57089,Hoodwinked Too! Hood VS. Evil,10.694417,29/4/2011
9034,The Banger Sisters,6.015354,20/9/2002
18475,The Cookout,0.830596,3/9/2004
2652,Hard Candy,25.918007,14/1/2005
260947,Something Wicked,1.968679,4/4/2014
13996,Bottle Shock,6.174435,6/8/2008
9779,The Sisterhood of the Traveling Pants,17.17372,1/6/2005
150211,The Frozen,1.084387,10/10/2012
8914,Deep Blue Sea,22.991269,28/7/1999
9563,Any Given Sunday,23.127561,16/12/1999
1024,Heavenly Creatures,8.753409,2/9/1994
31535,Chairman of the Board,0.587276,13/3/1998
91586,Insidious: Chapter 2,48.375848,12/9/2013
2567,The Aviator,45.616098,17/12/2004
98369,Blue Like Jazz,1.6116,13/4/2012
241766,Lords of London,1.913302,6/1/2014
1523,The Last King of Scotland,26.286954,1/9/2006
9257,S.W.A.T.,34.052253,8/8/2003
8643,The Exorcism of Emily Rose,32.602868,9/9/2005
354110,Forsaken,11.071522,16/9/2015
97367,The Place Beyond the Pines,35.395129,20/3/2013
13374,Ice Princess,13.288177,17/3/2005
1808,Velvet Goldmine,10.932711,23/10/1998
10152,Dumb and Dumberer: When Harry Met Lloyd,15.67747,13/6/2003
180383,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,0.425195,4/10/2012
14256,Winter Passing,3.643608,7/2/2006
43942,Freakonomics,1.781462,1/10/2010
26306,Prefontaine,8.717235,24/1/1997
164558,One Direction: This Is Us,7.944457,28/8/2013
10972,Session 9,11.064228,10/8/2001
78383,Nurse 3-D,10.013629,28/9/2013
37206,A Shine of Rainbows,12.099486,1/10/2009
5551,Space Cowboys,15.772081,31/7/2000
1571,Live Free or Die Hard,48.93337,20/6/2007
94348,Alex Cross,14.513243,18/10/2012
1777,Fahrenheit 9/11,16.20985,25/6/2004
34106,You Can't Take It With You,3.426314,23/8/1938
71864,The Odd Life of Timothy Green,16.394452,15/8/2012
672,Harry Potter and the Chamber of Secrets,132.397737,13/11/2002
2275,The General's Daughter,18.345613,18/6/1999
11975,The Rainmaker,12.229516,18/11/1997
241771,Beyond the Lights,8.079046,10/9/2014
2619,Splash,21.735068,9/3/1984
11978,Men of Honor,24.147269,13/9/2000
17708,Corky Romano,3.495758,12/10/2001
11977,Caddyshack,15.929648,25/7/1980
658,Goldfinger,47.812466,17/9/1964
10285,Jason Goes to Hell: The Final Friday,10.341982,13/8/1993
8271,Disturbia,31.690456,12/4/2007
676,Pearl Harbor,34.20669,21/5/2001
10501,The Road to El Dorado,37.054554,31/3/2000
11687,The Visitors,8.893676,27/1/1993
137093,Last Vegas,28.043508,31/10/2013
316002,Accidental Love,5.644844,10/2/2015
84184,Celeste & Jesse Forever,9.436431,3/8/2012
10229,A Walk to Remember,33.283554,25/1/2002
209263,Enough Said,14.969093,18/9/2013
2196,Death at a Funeral,20.410354,9/2/2007
3595,Ransom,16.411345,8/11/1996
41446,Scream 4,35.21926,11/4/2011
205126,Independence Daysaster,1.959405,27/6/2013
166424,Fantastic Four,38.126095,5/8/2015
9481,The Bone Collector,33.884459,4/11/1999
68179,Escape from Planet Earth,18.14218,14/2/2013
216015,Fifty Shades of Grey,98.755657,11/2/2015
9455,The Corruptor,4.068107,12/3/1999
5722,Beyond the Valley of the Dolls,4.289003,17/7/1970
9075,Black Book,13.906611,1/9/2006
111794,20 Dates,0.408073,1/1/1998
824,Moulin Rouge!,57.374341,9/3/2001
9804,Waterworld,44.640292,28/7/1995
5723,Once,19.052179,23/3/2007
58431,Pride and Prejudice and Zombies,28.397048,4/2/2016
2502,The Bourne Supremacy,53.213931,23/7/2004
18357,The Country Bears,6.908351,26/7/2002
250184,Locker 13,1.905197,29/3/2014
39833,Love Me Tender,1.444258,15/11/1956
6488,Arachnophobia,15.895661,9/8/1990
13362,Taxi to the Dark Side,0.748565,30/4/2007
45269,The King's Speech,54.053576,6/9/2010
16,Dancer in the Dark,22.022228,17/5/2000
2270,Stardust,48.032734,9/8/2007
191229,Iguana,0.214704,1/4/1988
8850,The Shadow,8.178203,1/7/1994
14057,Trust the Man,5.2545,1/9/2005
29076,Gun Shy,3.988432,4/2/2000
15122,Love Stinks,3.347885,10/9/1999
7512,Idiocracy,27.940093,1/9/2006
11397,Not Another Teen Movie,23.423082,7/12/2001
9454,Ever After: A Cinderella Story,21.988861,31/7/1998
46261,Don't Be Afraid of the Dark,14.562197,6/11/2010
1259,Notes on a Scandal,12.576381,25/12/2006
16172,Simply Irresistible,5.696491,5/2/1999
49018,Insidious,58.594852,13/9/2010
38810,Dogtooth,28.858238,1/6/2009
318846,The Big Short,57.518472,11/12/2015
3291,"Good Night, and Good Luck.",17.717681,16/9/2005
8676,Fool's Gold,21.789615,7/2/2008
1909,Don Juan DeMarco,8.870614,1/10/1994
310,Bruce Almighty,109.684788,23/5/2003
9598,Babe,34.36645,18/7/1995
3902,I'm Not There.,13.032308,1/10/2007
1717,All the King's Men,7.768223,10/9/2006
270938,Falcon Rising,6.988357,5/9/2014
14054,Snow Angels,4.262374,7/3/2008
9916,The Last Sin Eater,2.371477,9/2/2007
12228,Inside Deep Throat,3.980072,11/2/2005
979,Irreversible,32.476098,22/5/2002
18808,Highway,3.419685,1/1/2002
4234,Scream 3,24.992057,3/2/2000
110415,Snowpiercer,64.238688,1/8/2013
10663,The Waterboy,23.839127,6/11/1998
10048,Stealth,17.88953,28/7/2005
1499,Teenage Mutant Ninja Turtles III,10.207065,17/3/1993
10930,The Flower of Evil,1.229667,9/2/2003
4477,The Devil's Own,15.350451,12/3/1997
146269,The Young Unknowns,0.004922,12/3/2000
4147,Road to Perdition,49.078546,12/7/2002
24663,The Open Road,1.388136,7/2/2009
77174,ParaNorman,39.539045,3/8/2012
11452,National Lampoon’s Van Wilder,35.108498,29/3/2002
8835,Legally Blonde,25.43954,13/7/2001
5072,Severance,12.898984,19/5/2006
345003,10 Days in a Madhouse,0.489271,20/11/2015
129670,Nebraska,29.223881,21/9/2013
104755,The Lords of Salem,14.504326,10/9/2012
193722,R100,3.21392,5/10/2013
335778,Risen,16.663797,19/2/2016
621,Grease,67.608041,7/7/1978
152532,Dallas Buyers Club,59.454473,7/9/2013
9381,Babylon A.D.,27.568194,20/8/2008
10569,Small Time Crooks,11.423533,19/5/2000
6440,The Shipping News,11.1399,18/12/2001
745,The Sixth Sense,73.085576,6/8/1999
13551,The Dead Girl,3.069605,7/11/2006
1088,Whale Rider,12.439495,30/1/2003
38363,Fair Game,12.54949,20/5/2010
38031,You Will Meet a Tall Dark Stranger,12.4654,23/5/2010
189,Sin City: A Dame to Kill For,85.428395,20/8/2014
17908,My Dog Skip,5.675535,14/1/2000
8875,Timber Falls,3.687574,7/12/2007
20526,TRON: Legacy,73.79505,10/12/2010
13435,Antwone Fisher,13.349012,19/12/2002
134374,Pain & Gain,31.893932,18/4/2013
9286,Final Destination 3,31.64341,10/2/2006
12103,Don't Say a Word,11.596207,28/9/2001
320435,UnDivided,0.010607,1/2/2013
7345,There Will Be Blood,37.817905,28/12/2007
9981,Kicking & Screaming,8.99269,13/5/2005
16320,Serenity,45.388937,25/8/2005
1687,Escape from the Planet of the Apes,18.30961,20/5/1971
640,Catch Me If You Can,73.944049,25/12/2002
37737,Kites,4.807549,21/5/2010
21355,All the Pretty Horses,7.524671,11/12/2000
11093,House of Sand and Fog,12.102725,19/12/2003
28178,Hachi: A Dog's Tale,43.217089,13/6/2009
38970,"Remember Me, My Love",4.240495,11/2/2003
28665,Fame,7.668063,1/1/2009
27576,Salt,48.829437,21/7/2010
11835,Death Sentence,12.643703,31/8/2007
39806,Princess Kaiulani,0.717811,14/5/2010
5503,The Fugitive,54.884297,6/8/1993
879,Hook,33.648404,11/12/1991
25132,Shorts,4.100942,21/8/2009
590,The Hours,20.953265,27/12/2002
2057,Original Sin,14.831402,3/8/2001
1372,Blood Diamond,52.792678,7/12/2006
1724,The Incredible Hulk,62.898336,12/6/2008
30890,Radio Days,7.612849,30/1/1987
156022,The Equalizer,79.922059,24/9/2014
2925,The First Wives Club,10.704596,20/9/1996
29339,Nicholas Nickleby,5.099923,27/12/2002
12138,3000 Miles to Graceland,11.262655,23/2/2001
50780,The Beaver,13.847872,11/2/2011
287948,The Transporter Refueled,25.002715,3/9/2015
7450,Titan A.E.,14.44381,16/6/2000
137,Groundhog Day,52.744331,11/2/1993
158015,The Purge,54.403033,31/5/2013
10549,Hamlet,9.814785,25/12/1996
24913,April Fool's Day,8.190888,27/3/1986
177,The Fisher King,16.146572,9/9/1991
75986,Love Letters,0.001586,1/4/1983
5915,Into the Wild,43.644978,11/9/2007
28005,Kama Sutra - A Tale of Love,3.937939,11/9/1996
9890,The Stepford Wives,19.224754,10/6/2004
250902,The Image Revolution,0.54562,21/11/2013
2662,House of 1000 Corpses,19.301432,11/4/2003
96238,Never Again,0.039077,12/7/2002
9449,The Borrowers,10.364582,5/12/1997
38780,Rampage,7.101197,14/8/2009
28165,The Toxic Avenger Part II,1.791331,24/2/1989
1598,Cape Fear,27.714043,15/11/1991
19912,The Final Destination,32.478077,26/8/2009
57201,The Lone Ranger,49.046956,3/7/2013
